"id","ahri_number","version","tonnage","outdoor_model","outdoor_model_revision","coil_model_number","coil_model_revision","furnace_model_revision","blower_model_revision","fit","seer","eer","cooling","txv_piston","hsk","hspf","orifice_size","indoor_coil_air_qty","high_cop","hsvtc","model_status","region","high_heat","afue","low_heat","low_cop","system_type","system_type_seer2","cond_seer","stage","indoor_unit","indoor_type","config","cabinet_width","ext_txv","furnace_btu","blower_type","description","file","created_at","updated_at","deleted_at","executed"
"93252","208791156","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9S800403AN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93253","208791168","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9S960603BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93254","208791187","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GM9S960803BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93255","208791110","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9C800603AN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93256","208791123","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GM9C800803BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93257","208790979","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GMVC800603BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93258","208790982","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA2426B4","GMVC800603BN",NULL,NULL,"15","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93259","208790977","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GMVC800803BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93260","208790980","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA2426B4","GMVC800803BN",NULL,NULL,"15","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93261","208791209","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9S960403AN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93262","208791220","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GM9S960603BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93263","208791232","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GM9S960803BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93264","208791127","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9C960403AN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93265","208791133","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9C960403AN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93266","208791138","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9C960603AN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93267","208791150","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GM9C960803BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:26",NULL,"1"
"93268","208790997","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GMVC960403BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","040",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93269","208791000","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA2426B4","GMVC960403BN",NULL,NULL,"15","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","040",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93270","208790996","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GMVC960603BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93271","208790999","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA2426B4","GMVC960603BN",NULL,NULL,"15","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93272","208790995","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GMVC960803BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93273","208790998","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA2426B4","GMVC960803BN",NULL,NULL,"15","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93274","208791012","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GMVM970603BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93275","208791014","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA2426B4","GMVM970603BN",NULL,NULL,"15","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-N4 Single Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93276","208791011","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GMVM970803BN",NULL,NULL,"14.5","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93277","208791013","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA2426B4","GMVM970803BN",NULL,NULL,"15","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-N4 Single Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93278","208142738","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4",NULL,NULL,NULL,"14.3","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC & Coil","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Coil","Cased","Horizontal Flow",NULL,"no",NULL,NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93279","208142770","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9S800403AN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93280","208142772","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822A4","GM9S800603AN",NULL,NULL,"14.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93281","208142774","seer2","1.5",NULL,"GSXN401810",NULL,"CHPTA1822B4","GM9S800603BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93282","208142762","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822A4","GM9C800403AN",NULL,NULL,"14.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93283","208142763","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822A4","GM9C800603AN",NULL,NULL,"14.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93284","208142764","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822A4","GM9C800603AN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93285","208142765","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GM9C800803BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93286","208142740","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GMVC800603BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93287","208142742","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GMVC800803BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-H5 Single Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93288","208142778","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822A4","GM9S960403AN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93289","208142780","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GM9S960603BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93290","208142782","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GM9S960803BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:27",NULL,"1"
"93291","208142766","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822A4","GM9C960303AN",NULL,NULL,"14.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","030",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93292","208142767","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822A4","GM9C960403AN",NULL,NULL,"14.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93293","208142768","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822A4","GM9C960603AN",NULL,NULL,"14.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93294","208142769","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GM9C960603BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93295","208142743","seer2","1.5",NULL," GVXC200481",NULL,"CHPTA1822B4","GMVC960403BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","040",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93296","208142744","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GMVC960603BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93297","208142745","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GMVC960803BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93298","208142746","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GMVM970603BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93299","208142747","seer2","1.5",NULL,"GSXH501810",NULL,"CHPTA1822B4","GMVM970803BN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"1.5 Ton - SEER2-H5 Single Stage - 96% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
"93300","208791431","seer2","2",NULL,"GSXN402410",NULL,"CHPTA2426B4","GM9S800403AN",NULL,NULL,"14.3","11.7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","14","SINGLE STAGE","Furnace","V","Horizontal Flow","14","no","040",NULL,"2.0 Ton - SEER2-N4 Single Stage - 80% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:28",NULL,"1"
