"id","ahri_number","version","tonnage","outdoor_model","outdoor_model_revision","coil_model_number","coil_model_revision","furnace_model_revision","blower_model_revision","fit","seer","eer","cooling","txv_piston","hsk","hspf","orifice_size","indoor_coil_air_qty","high_cop","hsvtc","model_status","region","high_heat","afue","low_heat","low_cop","system_type","system_type_seer2","cond_seer","stage","indoor_unit","indoor_type","config","cabinet_width","ext_txv","furnace_btu","blower_type","description","file","created_at","updated_at","deleted_at","executed"
"93494","208152708","seer2","3",NULL,"GSXH503610",NULL,"CHPT4860D4","GM9S961005CN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% ECM - Single Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:35",NULL,"1"
"93495","208152754","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630B4","GM9C960603BN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:35",NULL,"1"
"93496","208152755","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630B4","GM9C960803BN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93497","208152694","seer2","3",NULL,"GSXH503610",NULL,"CHPT4860D4","GM9C960804CN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93498","208152757","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630C4","GM9C961004CN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93499","208152695","seer2","3",NULL,"GSXH503610",NULL,"CHPT4860D4","GM9C961004CN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% ECM - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93500","208152718","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630B4","GMVC960403BN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","040",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93501","208152719","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630B4","GMVC960603BN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93502","208152720","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630B4","GMVC960803BN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93503","208152676","seer2","3",NULL,"GSXH503610",NULL,"CHPT4860D4","GMVC960804CN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93504","208152722","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630C4","GMVC961005CN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93505","208152677","seer2","3",NULL,"GSXH503610",NULL,"CHPT4860D4","GMVC961005CN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93506","208152723","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630B4","GMVM970603BN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93507","208152724","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630B4","GMVM970803BN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93508","208152678","seer2","3",NULL,"GSXH503610",NULL,"CHPT4860D4","GMVM970804CN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93509","208152726","seer2","3",NULL,"GSXH503610",NULL,"CHPTA3630C4","GMVM971005CN",NULL,NULL,"15.2","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93510","208152679","seer2","3",NULL,"GSXH503610",NULL,"CHPT4860D4","GMVM971005CN",NULL,NULL,"15.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","15","SINGLE STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-H5 Single Stage - 96% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93511","208683179","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630B4","GMVC800603BN",NULL,NULL,"16.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93512","208683181","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630B4","GMVC800803BN",NULL,NULL,"16.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93513","208683175","seer2","3",NULL,"GSXC703610",NULL,"CHPT4860D4","GMVC800805CN",NULL,NULL,"17.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","17","TWO STAGE","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93514","208683176","seer2","3",NULL,"GSXC703610",NULL,"CHPT4860D4","GMVC800805DN",NULL,NULL,"17.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","17","TWO STAGE","Furnace","V","Horizontal Flow","24.5","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93515","208683184","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630C4","GMVC801005CN",NULL,NULL,"16.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93516","208683177","seer2","3",NULL,"GSXC703610",NULL,"CHPT4860D4","GMVC801005CN",NULL,NULL,"17.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","17","TWO STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-C7 Two Stage - 80% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93517","208683813","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630B4","GMVC960403BN",NULL,NULL,"16","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","17.5","no","040",NULL,"3.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93518","208683814","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630B4","GMVC960603BN",NULL,NULL,"16","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93519","208683815","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630B4","GMVC960803BN",NULL,NULL,"16","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93520","208683816","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630C4","GMVC960804CN",NULL,NULL,"16.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93521","208683806","seer2","3",NULL,"GSXC703610",NULL,"CHPT4860D4","GMVC960804CN",NULL,NULL,"17.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","17","TWO STAGE","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93522","208683817","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630C4","GMVC961005CN",NULL,NULL,"16.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93523","208683807","seer2","3",NULL,"GSXC703610",NULL,"CHPT4860D4","GMVC961005CN",NULL,NULL,"17.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","17","TWO STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-C7 Two Stage - 96% VS - Two Stage",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93524","208683818","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630B4","GMVM970603BN",NULL,NULL,"16","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:36",NULL,"1"
"93525","208683819","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630B4","GMVM970803BN",NULL,NULL,"16","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93526","208683820","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630C4","GMVM970804CN",NULL,NULL,"16.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93527","208683808","seer2","3",NULL,"GSXC703610",NULL,"CHPT4860D4","GMVM970804CN",NULL,NULL,"17.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","17","TWO STAGE","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93528","208683821","seer2","3",NULL,"GSXC703610",NULL,"CHPTA3630C4","GMVM971005CN",NULL,NULL,"16.5","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","16","TWO STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93529","208683809","seer2","3",NULL,"GSXC703610",NULL,"CHPT4860D4","GMVM971005CN",NULL,NULL,"17.2","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","17","TWO STAGE","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - SEER2-C7 Two Stage - 97% VS - Modulating",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93530","205886973","seer2","3",NULL,"GVXC200361",NULL,"CHPF3636B6","GMVC800603BN",NULL,NULL,"19","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - 20i-Inverter Series - 80% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93531","205886974","seer2","3",NULL,"GVXC200361",NULL,"CHPF3636B6","GMVC800604BN",NULL,NULL,"20","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","20","VARIABLE SPEED","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - 20i-Inverter Series - 80% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93532","205886984","seer2","3",NULL,"GVXC200361",NULL,"CHPF3642C6","GMVC800805CN",NULL,NULL,"20","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","20","VARIABLE SPEED","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - 20i-Inverter Series - 80% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93533","205887004","seer2","3",NULL,"GVXC200361",NULL,"CHPF4860D6","GMVC800805CN",NULL,NULL,"20","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","20","VARIABLE SPEED","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - 20i-Inverter Series - 80% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93534","205886985","seer2","3",NULL,"GVXC200361",NULL,"CHPF3642C6","GMVC801005CN",NULL,NULL,"20","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","20","VARIABLE SPEED","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - 20i-Inverter Series - 80% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93535","205887005","seer2","3",NULL,"GVXC200361",NULL,"CHPF4860D6","GMVC801005CN",NULL,NULL,"20","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","20","VARIABLE SPEED","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - 20i-Inverter Series - 80% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93536","205886976","seer2","3",NULL,"GVXC200361",NULL,"CHPF3636B6","GMVC960403BN",NULL,NULL,"19","12.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Horizontal Flow","17.5","no","040",NULL,"3.0 Ton - 20i-Inverter Series - 96% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93537","205886977","seer2","3",NULL,"GVXC200361",NULL,"CHPF3636B6","GMVC960603BN",NULL,NULL,"19","12.3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - 20i-Inverter Series - 96% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93538","205886999","seer2","3",NULL,"GVXC200361",NULL,"CHPF3743C6","GMVC960804CN",NULL,NULL,"19","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - 20i-Inverter Series - 96% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93539","205887000","seer2","3",NULL,"GVXC200361",NULL,"CHPF3743C6","GMVC961005CN",NULL,NULL,"19","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Horizontal Flow","21","no","100",NULL,"3.0 Ton - 20i-Inverter Series - 96% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93540","205887008","seer2","3",NULL,"GVXC200361",NULL,"CHPF4860D6","GMVC961205DN",NULL,NULL,"19","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Horizontal Flow","24.5","no","120",NULL,"3.0 Ton - 20i-Inverter Series - 96% VS Two Stage Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93541","205886979","seer2","3",NULL,"GVXC200361",NULL,"CHPF3636B6","GMVM970603BN",NULL,NULL,"19","12.3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Horizontal Flow","17.5","no","060",NULL,"3.0 Ton - 20i-Inverter Series - 97% VS Modulating Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93542","205886980","seer2","3",NULL,"GVXC200361",NULL,"CHPF3636B6","GMVM970803BN",NULL,NULL,"18","12.3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","18","VARIABLE SPEED","Furnace","V","Horizontal Flow","17.5","no","080",NULL,"3.0 Ton - 20i-Inverter Series - 97% VS Modulating Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
"93543","205887001","seer2","3",NULL,"GVXC200361",NULL,"CHPF3743C6","GMVM970804CN",NULL,NULL,"19","12.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Active",NULL,NULL,NULL,NULL,NULL,"AC/Coil & Furnace","Split System (SEER2) - Gas Heating 15.3 SEER","19","VARIABLE SPEED","Furnace","V","Horizontal Flow","21","no","080",NULL,"3.0 Ton - 20i-Inverter Series - 97% VS Modulating Furnace",NULL,"2022-12-30 04:05:34","2022-12-30 04:06:37",NULL,"1"
